product,complaint_what_happened,date_sent_to_company,issue,sub_product,zip_code,tags,complaint_id,timely,consumer_consent_provided,company_response,submitted_via,company,date_received,state,consumer_disputed,company_public_response,sub_issue,id
Credit reporting or other personal consumer reports,,2025-09-30T12:00:00-05:00,Problem with a company's investigation into an existing problem,Credit reporting,21740,,15502119,Yes,,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2025-08-25T12:00:00-05:00,MD,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Their investigation did not fix an error on your report,15502119
Credit reporting or other personal consumer reports,,2024-01-30T12:00:00-05:00,Improper use of your report,Credit reporting,37370,,8253734,Yes,Consent not provided,Closed with non-monetary relief,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2024-01-30T12:00:00-05:00,TN,N/A,Company believes it acted appropriately as authorized by contract or law,Reporting company used your report improperly,8253734
"Credit reporting, credit repair services, or other personal consumer reports","On X/XX/17 I contacted the CEO of USAA Bank, XXXX XXXX, via email in regards to an account reporting on XXXX XXXX. Two days later I received a phone call from someone in his office in regards to the email in which we discussed what I could do to clear the issue as well as have the information updated on my reports with XXXX XXXX. I was notified that upon receipt and deposit of the overdrafts an immediate notification and update of remarks would be done with XXXX XXXX XXXX. On XXXX another email was sent after I contacted USAA checking account department to see if my payments were received to find out not only were they received but they were also deposited and cleared on XXXX and no notification was sent or was on record to be sent to me for my records so it was just good that I called. So upon the rep sending me receipts I took it upon myself to submit them to XXXX XXXX XXXX who in turn said they would follow up with USAA because nothing was still updated. I am well aware that the record remains for 5 years but USAA stated the remarks could be updated but have yet to do so, I am stating this so that it is known that I am aware of this part. Another email was sent on XXXX, as well as today XXXX still with no response. The reps for USAA are unable to assist any further besides to tell me it will be updated. XXXX XXXX can only tell me they have to wait on USAA. I 've spoken to others that are or have gone through this as well and they are experiencing the same issues of no response. <P/><P/>When I spoke to XXXX XXXX XXXX multiple times on the XXXX the first rep I spoke to stated that the receipts would be uploaded and updated and that in regards to my frozen accounts with my current bank that I give them a call to see if they would accept a fax showing the records were taken care of or if they required removal. I hung up with her and called my bank and they stated a fax would be fine. So I called XXXX XXXX back and of course getting a new rep that said it did not work that way they would update but had to reinvestigate with USAA to make sure the payments were indeed correct and how to update. I called USAA and they told me the updates would go through immediately. So as you can see everyone was giving me the run around and different responses, and I have no access to my money because of the situation. I just want answers and an update to the remarks as I was told would happen.",2017-06-26T12:00:00-05:00,Problem with a company's investigation into an existing issue,Other personal consumer report,33624,Servicemember,2558854,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2017-06-26T12:00:00-05:00,FL,N/A,Company believes complaint represents an opportunity for improvement to better serve consumers,Was not notified of investigation status or results,2558854
"Credit reporting, credit repair services, or other personal consumer reports","USAA Federal Saving Bank reported late payments to my credit report. In accordance with the Fair Credit Reporting Act this creditor has violated my Rights! Under Act 15 U.S.C. 1681 section 602 states, "" I have the right to Privacy. 15 U.S.C 1681 section 604 A section 2, it also states, A consumer reporting agency can not furnish an account without my written instructions. Under 15 U.S.C 1666B "" A creditor may not treat a payment on a credit card account under an open and consumer credit plan as late for any purpose.",2023-03-18T12:00:00-05:00,Improper use of your report,Credit reporting,902XX,Servicemember,6715593,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2023-03-18T12:00:00-05:00,CA,N/A,Company believes it acted appropriately as authorized by contract or law,Reporting company used your report improperly,6715593
Checking or savings account,,2018-08-21T12:00:00-05:00,Managing an account,Checking account,,,2997477,Yes,N/A,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,2018-08-20T12:00:00-05:00,,N/A,Company believes it acted appropriately as authorized by contract or law,Fee problem,2997477
Bank account or service,"Basically what happened is before XXXX in 2015 someone that I do not know deposited checks into my bank account in the amount of XXXX dollars and withdrew the money from an atm in XXXX. I changed my password immediately on my USAA app on my phone and reported this fraudulent activity to USAA. I did not hear anything from them and suddenly my bank account was frozen and my account was XXXX. Shortly after I was unable to get any of my XXXX paychecks and the bank said that money can only go in not come out. I have not received any paychecks since this time and now they say that I owe XXXX to reopen my account. I am a XXXX veteran and times are tough I can not pay the XXXX and in addition to that I am unable to work to make any extra funds. would just like my money back that is mine and was payed to me from the XXXX administration and from social security. I have had Usaa for approximately 9 years and I feel like they have left me for chopped liver. Any help would be greatly appreciated. 

very respectfully, XXXX XXXX",2016-02-05T12:00:00-05:00,Deposits and withdrawals,Checking account,934XX,Servicemember,1774633,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2016-02-05T12:00:00-05:00,CA,No,Company believes it acted appropriately as authorized by contract or law,,1774633
Checking or savings account,"On XXXX XX/XX/XXXX I received an email from USAA stating that a person by the name of XXXX XXXX had been added to my USAA account. Once I received the info I went to my USAA account and I visually seen that individuals name. I do not know the person and this person is not related to me. 
I informed USAA the following day that this unknown person has fradulently accessed my account. 
I was informed on XXXX XX/XX/XXXX that the issue would be taken care of. On XXXX XX/XX/XXXX I noticed that the unknown person was stilll on my account therefore I called USAA again on XXXX XX/XX/XXXX and I personally feel as though they have let me down by allowing an unknown person to use my information to open up an account with them. This person is committing fraud and I have informed USAA that I do not know this persons. 
This is the XXXX time in the past 10 years that USAA has allowed an unknown person to accesss my account and commit fraud on my account. 
I beleive that USAA needs to put better security features in place to protect its members. As a result of their lack luster security I have lost XXXX  of dollars and my checking account was also compromised as well.I would like to see USAA put a better system in place to protect its members.",2024-04-11T12:00:00-05:00,Managing an account,Other banking product or service,60443,Servicemember,8742590,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2024-04-11T12:00:00-05:00,IL,N/A,Company believes it acted appropriately as authorized by contract or law,Problem accessing account,8742590
Debt collection,,2014-11-24T12:00:00-05:00,Cont'd attempts collect debt not owed,I do not know,20854,,1129678,Yes,N/A,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2014-11-19T12:00:00-05:00,MD,Yes,,Debt is not mine,1129678
Checking or savings account,,2020-10-07T12:00:00-05:00,Managing an account,Checking account,14624,,3886494,Yes,Consent not provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2020-10-07T12:00:00-05:00,NY,N/A,Company believes it acted appropriately as authorized by contract or law,Banking errors,3886494
Credit card or prepaid card,,2023-06-30T12:00:00-05:00,Closing your account,General-purpose credit card or charge card,06877,,7190658,Yes,N/A,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,2023-06-29T12:00:00-05:00,CT,N/A,Company believes complaint is the result of an isolated error,Company closed your account,7190658
Checking or savings account,"USAA Federal Savings Bank, and USAA XXXX XXXX XXXX have frozen my investment account, Roth IRA, checking account, and savings account. There is no legal judgment against me, and USAA has not explained their actions. 

I receive my XXXX XXXX check electronically deposited into my savings account, which they have frozen.",2017-08-31T12:00:00-05:00,Managing an account,Checking account,21209,Servicemember,2655199,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2017-08-31T12:00:00-05:00,MD,N/A,Company believes it acted appropriately as authorized by contract or law,Problem accessing account,2655199
Checking or savings account,"USAA Federal Bank closed my bank account with any notice or any heads up. By them closing my bank account it effected my direct deposit from my job, and cause an eviction notice for me and my family. I had made some disputes because all my personal information was stolen including my SSN, and I reported the claims. But instead of USAA trying to help resolve the situation, my account was closed without any notifications or warnings.",2021-06-17T12:00:00-05:00,Closing an account,Checking account,78259,,4470042,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2021-06-17T12:00:00-05:00,TX,N/A,Company believes it acted appropriately as authorized by contract or law,Company closed your account,4470042
Mortgage,"1. USAA will not honor the loan rate offered to me telephonically. Mortgage rates and associated points were telephonically communicated to me and I made detailed notes of the call. I locked in the rate/point based on the telephonic quote. Written lock-in agreement listed different point level from the telephone quote and I made an immediate inquiry to USAA. USAA has delayed investigating my inquiry for XXXX days. USAA now asserts that the telephone call where prices/points were quoted to me was not recorded and, therefore, it will not honor what was quoted to me by phone. 

2. USAA has declined to honor the closing date listed in the purchase contract. I have made repeated requests to have the closing date corrected, with no success. 

3. USAA has taken advantage of the fact that I am single and a XXXX-time home buyer. When initiating the application process, USAA was made aware that a ) I am young and single ; b ) I have no realtor ; c ) I am a XXXX-time home buyer. When I received my application packet, I did not receive contact info for my loan processor ( I did n't even know I would have a loan processor assigned to me ). When I did receive contact info, I received only a first name and a telephone number ( no last name or email ). Phone calls were not answered, voicemails were not returned for at least XXXX hours. Loan processor did not alert me when documents were sent to me, and since I have not gone through this process I was not aware that documents would be sent by overnight courier to me that required immediate attention. As a result, the process has been unnecessarily delayed several times. 

4. USAA will not work with me to resolve my issues/concerns. I made repeated requests to resolve my concerns/issues about closing date and points/loan rate with USAA and USAA has declined to work with me. The representative I spoke to indicated that the closing date is inflexible and that USAA would not honor the rate quoted to me by phone since they did not record the call. Further, the USAA representative chastised me by asking why I had not taken it upon myself to ask the questions about rate changes/required forms/process. I replied that every USAA representative I spoke to understood that I was a first-time home buyer, so how would I know to ask those kinds of questions since everything was new to me?",2015-07-27T12:00:00-05:00,Credit decision / Underwriting,Conventional fixed mortgage,770XX,,1488607,Yes,Consent provided,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,2015-07-27T12:00:00-05:00,TX,No,Company believes it acted appropriately as authorized by contract or law,,1488607
